"Gene"	"Ctrl_A"	"Ctrl_B"	"Ctrl_C"	"Stim_A"	"Stim_B"	"Stim_C"
"2310057M21Rik"	46	78	50	63	128	73
"2310057N15Rik"	0	0	0	0	0	0
"2310061I04Rik"	500	427	280	449	418	311
"2310061J03Rik"	51	27	7	34	14	9
"2310061N02Rik"	0	0	0	0	0	0
"2310065F04Rik"	0	0	0	0	0	0
"2310067B10Rik"	109	128	109	118	127	82
"2310068J16Rik"	15	7	2	17	5	3
"2310069B03Rik"	0	0	0	0	0	0
"2310069G16Rik"	22	25	12	6	23	26
"2310079G19Rik"	0	0	0	0	0	0
"2310081J21Rik"	1	2	1	0	1	1
"2410002F23Rik"	288	104	85	196	181	100
"2410003L11Rik"	0	0	0	0	0	0
"2410004B18Rik"	43	48	29	31	38	31
"2410004I01Rik"	0	0	0	0	0	0
"2410004N09Rik"	4	4	2	2	2	0
"2410004P03Rik"	321	374	118	414	424	127
"2410006H16Rik"	57	48	15	38	32	22
"2410007B07Rik"	0	0	0	0	0	0
"2410012E07Rik"	0	0	0	0	0	0
"2410012M07Rik"	0	0	1	0	0	0
"2410015M20Rik"	246	227	111	182	132	102
"2410016O06Rik"	143	54	60	113	86	68
"2410017I17Rik"	0	0	0	0	0	0
"2410018L13Rik"	0	0	0	0	0	0
"2410018M08Rik"	271	362	120	535	313	96
"2410021H03Rik"	0	1	0	0	0	1
"2410057H14Rik"	0	0	0	0	0	0
"2410066E13Rik"	6	4	1	1	5	1
"2410076I21Rik"	13	3	2	2	6	4
"2410088K16Rik"	0	0	0	1	0	0
"2410089E03Rik"	243	179	675	302	235	539
"2410114N07Rik"	0	0	0	0	0	0
"2410124H12Rik"	0	0	0	0	2	0
"2410127L17Rik"	77	162	113	43	290	137
"2410131K14Rik"	22	7	13	23	14	5
"2410133F24Rik"	19	22	3	10	23	3
"2410137F16Rik"	0	0	4	0	0	40
"2410137M14Rik"	0	0	0	0	0	0
"2410141K09Rik"	0	0	0	0	0	1
"2500004C02Rik"	0	1	1	0	1	1
"2510002D24Rik"	149	22	12	114	17	10
"2510003D18Rik"	1	0	0	0	0	0
"2510003E04Rik"	817	621	768	845	899	621
"2510009E07Rik"	8	2	0	2	4	0
"2510039O18Rik"	375	250	224	385	332	225
"2510049J12Rik"	46	53	24	70	46	65
"2600006L11Rik"	0	0	0	0	0	0
"2610001J05Rik"	0	1	0	0	0	0
"2610002J02Rik"	569	551	277	477	609	226
"2610002M06Rik"	56	127	18	65	115	11
"2610005L07Rik"	1	4	5	10	4	2
"2610008E11Rik"	13	1	5	16	11	14
"2610015P09Rik"	256	163	872	141	192	476
"2610016A17Rik"	2	3	2	7	1	2
"2610017I09Rik"	0	0	0	0	0	0
"2610018G03Rik"	6	2	18	2	5	11
"2610019E17Rik"	2	3	0	0	1	3
"2610020C07Rik"	40	128	83	48	150	101
"2610020H08Rik"	13	43	47	5	37	27
"2610027K06Rik"	0	0	0	0	0	0
"2610028E06Rik"	0	0	0	0	0	0
"2610028H24Rik"	180	171	6	233	163	1
"2610034B18Rik"	55	10	14	35	11	5
"2610034M16Rik"	4	1	0	3	10	0
"2610035D17Rik"	3	1	0	1	0	0
"2610035F20Rik"	0	0	0	0	0	0
"2610037D02Rik"	0	0	0	0	0	0
"2610044O15Rik8"	8	17	6	7	4	18
"2610100L16Rik"	0	1	1	0	0	0
"2610203C20Rik"	29	49	246	72	103	567
"2610203C22Rik"	1	1	0	0	0	0
"2610204G22Rik"	14	37	13	30	40	22
"2610206C17Rik"	6	0	3	0	0	0
"2610301B20Rik"	31	41	42	84	43	56
"2610301G19Rik"	246	197	26	273	176	94
"2610305D13Rik"	0	8	0	6	6	5
"2610306M01Rik"	32	62	31	16	50	55
"2610307P16Rik"	0	0	0	0	0	0
"2610316D01Rik"	0	0	0	0	0	0
"2610318N02Rik"	24	37	28	12	31	13
"2610507B11Rik"	151	274	494	127	332	454
"2610507I01Rik"	2	6	0	2	0	0
"2610524H06Rik"	83	58	19	71	51	13
"2610528A11Rik"	3	0	0	0	3	0
"2610528J11Rik"	87	70	5	93	62	8
"2700029M09Rik"	214	234	105	221	212	119
"2700038G22Rik"	52	16	109	47	26	150
"2700046A07Rik"	4	7	5	14	4	6
"2700046G09Rik"	70	110	20	75	61	19
"2700049A03Rik"	114	118	340	141	132	277
"2700050L05Rik"	59	119	135	58	83	171
"2700054A10Rik"	0	0	0	0	0	0
"2700060E02Rik"	873	820	148	949	573	216
"2700062C07Rik"	147	179	178	186	214	192
"2700069I18Rik"	0	0	3	0	4	5
"2700070H01Rik"	5	0	4	7	3	1
"2700081L22Rik"	1	0	0	0	0	0
"2700081O15Rik"	1	0	0	0	0	0
"2700086A05Rik"	0	0	0	0	0	0
"2700089E24Rik"	144	36	9	134	41	15
"2700089I24Rik"	0	3	0	0	6	0
"2700094K13Rik"	324	418	11	304	250	25
"2700097O09Rik"	115	95	110	72	93	65
"2700099C18Rik"	0	4	7	2	6	15
"2810001G20Rik"	189	349	59	261	502	95
"2810002D19Rik"	53	134	79	66	161	106
"2810004N23Rik"	32	32	7	13	26	10
"2810006K23Rik"	19	43	34	20	31	17
"2810007J24Rik"	0	0	0	0	0	0
"2810008D09Rik"	18	7	11	14	2	9
"2810011L19Rik"	0	0	0	0	6	4
"2810013P06Rik"	504	1474	744	690	1509	997
"2810021J22Rik"	12	1	1	24	5	4
"2810025M15Rik"	257	433	226	246	327	184
"2810029C07Rik"	17	26	4	20	56	27
"2810032G03Rik"	10	13	15	2	10	11
"2810047C21Rik1"	1	1	0	1	4	1
"2810049E08Rik"	0	0	3	0	0	1
"2810055G20Rik"	0	0	0	0	0	0
"2810403A07Rik"	92	68	99	70	56	93
"2810403D21Rik"	10	31	18	7	46	18
"2810404M03Rik"	0	0	0	0	0	0
"2810405F15Rik"	9	7	8	1	7	7
"2810408A11Rik"	119	161	92	84	133	73
"2810408I11Rik"	0	6	4	4	5	1
"2810408M09Rik"	26	16	0	34	0	30
"2810410L24Rik"	47	11	5	54	10	5
"2810417H13Rik"	25	69	30	24	42	22
"2810428I15Rik"	543	443	1	507	400	2
"2810429I04Rik"	1	0	0	0	2	2
"2810433D01Rik"	0	0	0	3	0	0
"2810442I21Rik"	0	0	0	0	2	0
"2810442N19Rik"	0	0	0	0	0	0
"2810454H06Rik"	26	116	59	46	54	64
"2810459M11Rik"	0	0	0	1	2	0
"2810468N07Rik"	218	267	177	245	261	180
"2810471M01Rik"	1	0	0	0	0	0
"2810474O19Rik"	64	7	79	43	54	140
"2900002K06Rik"	25	32	9	8	8	3
"2900005J15Rik"	32	22	27	4	12	34
"2900008C10Rik"	0	1	0	0	0	0
"2900009J06Rik"	0	1	1	2	0	0
"2900011O08Rik"	5	3	0	4	10	4
"2900026A02Rik"	0	0	0	0	0	2
"2900041M22Rik"	10	20	16	17	33	7
"2900052N01Rik"	0	9	0	0	0	0
"2900055J20Rik"	24	6	6	52	19	14
"2900056M20Rik"	6	4	2	2	4	2
"2900057B20Rik"	0	0	0	0	0	0
"2900060B14Rik"	0	1	1	0	0	0
"2900076A07Rik"	21	63	39	14	39	38
"2900079G21Rik"	8	1	1	10	0	3
"2900092C05Rik"	0	0	0	0	0	1
"2900092D14Rik"	0	0	1	0	3	1
"2900093L17Rik"	0	1	1	1	1	1
"2900097C17Rik"	4214	3413	5927	3557	4333	4919
"3000002C10Rik"	23	16	44	19	9	45
"3010001F23Rik"	6	15	8	11	17	26
"3010026O09Rik"	225	158	104	220	107	114
"3010033K07Rik"	0	0	0	0	0	0
"3100003L05Rik"	0	0	0	0	0	0
"3110001D03Rik"	140	166	9	129	129	27
"3110001I22Rik"	26	17	18	2	34	17
"3110002H16Rik"	208	189	294	255	219	220
"3110007F17Rik"	4	30	20	33	35	48
"3110009E18Rik"	6	28	10	3	21	3
"3110009F21Rik"	0	0	0	0	0	0
"3110015C05Rik"	0	0	0	0	0	0
"3110021A11Rik"	1	3	2	0	0	0
"3110021N24Rik"	0	0	0	0	0	0
"3110035E14Rik"	0	0	0	1	0	2
"3110039I08Rik"	0	0	0	0	0	0
"3110039M20Rik"	6	19	11	14	18	28
"3110040N11Rik"	164	199	104	123	140	101
"3110043O21Rik"	98	46	62	93	85	70
"3110045C21Rik"	6	82	59	25	72	92
"3110047P20Rik"	0	0	0	0	0	0
"3110052M02Rik"	6	43	18	16	43	87
"3110056K07Rik"	2	3	1	1	7	6
"3110057O12Rik"	6	16	22	8	16	27
"3110062M04Rik"	29	38	12	31	1	9
"3110070M22Rik"	23	20	9	21	18	6
"3110079O15Rik"	18	0	0	2	3	0
"3110082I17Rik"	37	34	0	42	34	1
"3110082J24Rik"	0	0	0	0	0	0
"3110099E03Rik"	0	0	0	0	0	0
"3200001D21Rik"	0	0	0	0	0	0
"3300002I08Rik"	1	1	2	2	0	0
"3300005D01Rik"	2	2	2	0	0	0
"3425401B19Rik"	15	3	1	4	0	2
"3632451O06Rik"	130	127	167	121	204	208
"3632454L22Rik"	0	0	0	0	0	1
"3830403N18Rik"	0	2	0	0	1	0
"3830406C13Rik"	22	107	33	44	70	62
"3830408C21Rik"	0	9	0	7	7	9
"3830417A13Rik"	0	0	0	0	0	0
"3930402G23Rik"	3	0	2	0	0	2
"4430402I18Rik"	62	180	74	72	150	97
"4632415L05Rik"	78	246	79	81	239	128
"4632427E13Rik"	3	6	3	0	7	0
"4632428C04Rik"	0	1	11	5	11	13
"4632428N05Rik"	4	24	2	22	3	6
"4632434I11Rik"	0	38	26	1	34	48
"4732415M23Rik"	23	31	17	26	39	20
"4732416N19Rik"	0	3	3	0	1	3
"4732456N10Rik"	58	24	0	39	53	9
"4732471J01Rik"	2	0	0	0	0	1
"4732490B19Rik"	0	0	1	1	0	0
"4732491K20Rik"	25	51	43	42	109	43
"4831440E17Rik"	76	68	73	84	115	81
"4833403I15Rik"	6	0	0	0	2	0
"4833411C07Rik"	8	6	5	0	2	2
"4833412C05Rik"	0	0	0	0	0	0
"4833417C18Rik"	8	26	55	11	44	67
"4833418N02Rik"	18	3	0	5	3	0
"4833419F23Rik"	10	2	2	1	4	2
"4833420G17Rik"	352	832	1151	250	747	1202
"4833422C13Rik"	3	0	0	0	0	0
"4833423E24Rik"	16	10	29	13	21	43
"4833424O15Rik"	0	10	2	7	0	0
"4833427F10Rik"	0	0	0	0	0	0
"4833427G06Rik"	116	216	115	151	241	114
"4833428L15Rik"	0	0	0	0	0	0
"4833439L19Rik"	526	203	127	514	306	146
"4921501E09Rik"	0	0	0	0	0	0
"4921504A21Rik"	0	0	0	0	1	0
"4921504E06Rik"	6	6	3	0	7	8
"4921506M07Rik"	1	0	0	7	0	0
"4921507L20Rik"	0	0	0	0	0	2
"4921507P07Rik"	8	13	9	17	18	31
"4921508A21Rik"	0	0	0	0	0	0
"4921508D12Rik"	0	0	0	0	0	0
"4921509C19Rik"	0	0	0	0	0	0
"4921509O07Rik"	0	0	0	0	0	0
"4921511C10Rik"	1	0	1	4	0	0
"4921511C20Rik"	0	0	0	0	0	0
"4921511H03Rik"	0	0	0	0	0	0
"4921511I17Rik"	0	0	0	0	0	0
"4921511M17Rik"	0	0	0	0	0	0
"4921513I03Rik"	0	0	0	0	0	0
"4921515E04Rik"	0	0	0	0	0	0
"4921517D22Rik"	0	0	0	0	0	0
"4921524J17Rik"	87	150	77	79	145	81
"4921524L21Rik"	0	0	0	0	0	0
"4921525B02Rik"	0	0	0	0	0	0
"4921525O09Rik"	0	12	0	8	0	0
"4921530D09Rik"	5	28	11	12	23	6
"4921530L18Rik"	6	19	12	21	24	10
"4921530L21Rik"	0	0	0	0	0	0
"4921531C22Rik"	58	60	53	75	55	31
"4921531P14Rik"	0	0	0	0	0	0
"4921533I20Rik"	2	1	1	6	8	3
"4921536K21Rik"	10	9	11	16	13	10
"4921539E11Rik"	0	0	0	0	0	0
"4922501C03Rik"	28	77	101	45	42	92
"4922501L14Rik"	293	558	673	276	776	665
"4922502D21Rik"	0	2	5	0	0	5
"4922502H24Rik"	0	0	0	0	0	0
"4922502N22Rik"	0	0	0	0	0	0
"4922505E12Rik"	0	0	0	0	0	0
"4930401C15Rik"	0	0	0	0	0	0
"4930401O10Rik"	0	0	0	0	0	0
"4930401O12Rik"	0	0	0	0	0	0
"4930402F06Rik"	0	0	0	0	0	0
"4930402F11Rik"	0	0	1	0	0	0
"4930402H24Rik"	40	7	13	37	9	17
"4930402K13Rik"	0	0	2	0	0	0
"4930404A05Rik"	0	0	0	0	0	0
"4930404A10Rik"	0	0	0	0	0	0
"4930404H11Rik"	0	2	3	1	0	7
"4930404I05Rik"	0	15	11	2	14	15
"4930404N11Rik"	23	24	23	51	19	13
"4930405A10Rik"	0	0	0	0	0	0
"4930405A21Rik"	0	2	1	2	4	0
"4930405D11Rik"	0	0	0	0	0	0
"4930405J17Rik"	0	0	0	0	0	0
"4930405P13Rik"	16	21	14	11	9	10
"4930406D18Rik"	0	0	0	0	0	0
"4930407I10Rik"	0	0	0	0	2	0
"4930408F14Rik"	0	0	0	0	0	0
"4930412B13Rik"	0	0	0	0	0	0
"4930412C18Rik"	40	54	47	50	58	65
"4930412O13Rik"	4	0	5	0	0	9
"4930413E15Rik"	0	0	0	0	0	0
"4930413F20Rik"	13	7	1	8	5	0
"4930413G21Rik"	7	4	0	8	2	2
"4930413M19Rik"	0	3	0	0	0	0
"4930414L22Rik"	74	63	17	76	29	39
"4930414N06Rik"	0	0	0	0	0	0
"4930415F15Rik"	0	0	0	0	0	0
"4930415L06Rik"	0	0	0	0	0	0
"4930415O20Rik"	0	3	2	2	0	1
"4930417O13Rik"	0	3	2	0	0	1
"4930417O22Rik"	0	0	0	0	0	0
"4930419G24Rik"	0	0	0	0	0	0
"4930422G04Rik"	6	12	19	4	31	25
"4930423M02Rik"	0	0	0	0	0	0
"4930425K10Rik"	0	0	0	0	0	0
"4930425O10Rik"	0	0	0	0	0	0
"4930426D05Rik"	0	0	1	0	2	1
"4930426L09Rik"	79	109	39	88	128	60
"4930427A07Rik"	15	5	5	18	25	12
"4930428D18Rik"	0	0	0	0	0	0
"4930428E07Rik"	0	0	0	0	0	0
"4930428G15Rik"	0	0	0	0	0	0
"4930428O21Rik"	0	0	0	0	0	0
"4930429B21Rik"	29	55	30	47	102	48
"4930429D17Rik"	0	0	0	0	0	0
"4930429F11Rik"	0	0	0	0	0	0
"4930429F24Rik"	8	8	7	0	14	36
"4930430A15Rik"	2	0	0	0	3	0
"4930430D24Rik"	0	0	0	0	0	0
"4930430F08Rik"	37	35	53	42	31	115
"4930430F21Rik"	0	0	0	0	0	0
"4930430J02Rik"	0	0	0	0	0	2
"4930431F12Rik"	0	0	0	0	0	5
"4930431P03Rik"	0	0	0	0	0	0
"4930432J09Rik"	0	0	0	0	0	0
"4930432K09Rik"	0	1	0	0	0	0
"4930432K21Rik"	31	24	18	46	10	16
"4930432M17Rik"	0	0	1	0	0	0
"4930433B08Rik"	0	0	0	0	0	0
"4930433I11Rik"	0	0	0	0	0	0
"4930433N12Rik"	0	0	0	0	0	0
"4930434J06Rik"	0	0	0	0	0	0
"4930435E12Rik"	0	0	0	0	0	0
"4930438E09Rik"	0	0	0	0	0	0
"4930440C22Rik"	0	0	0	0	0	0
"4930441J16Rik"	0	0	0	0	0	0
"4930441O14Rik"	10	8	22	7	23	17
"4930442J19Rik"	0	0	0	0	0	0
"4930442L01Rik"	0	0	0	0	0	0
"4930443O20Rik"	0	0	3	0	0	0
"4930444A02Rik"	8	7	6	13	5	6
"4930444F02Rik"	0	0	0	0	0	0
"4930444G20Rik"	0	0	4	0	0	1
"4930444M15Rik"	0	0	0	0	0	0
"4930444P10Rik"	16	31	12	21	18	22
"4930447A16Rik"	0	0	0	0	0	0
"4930447C04Rik"	0	0	7	0	0	2
"4930447J18Rik"	0	1	0	0	0	0
"4930447K03Rik"	0	0	0	0	0	0
"4930447N08Rik"	0	0	0	0	0	0
"4930448C13Rik"	0	0	0	0	0	0
"4930448F12Rik"	0	0	0	0	0	0
"4930448H16Rik"	0	0	0	0	0	0
"4930448I06Rik"	0	0	0	0	0	0
"4930448I18Rik"	0	0	0	0	0	0
"4930448K20Rik"	0	0	0	0	0	0
"4930449E01Rik"	0	0	0	0	0	0
"4930449E18Rik"	0	3	0	0	2	0
"4930449I24Rik"	0	0	0	0	0	0
"4930451C15Rik"	89	120	73	112	76	63
"4930451G09Rik"	364	561	385	272	369	338
"4930451I11Rik"	0	0	0	0	0	0
"4930452A19Rik"	0	0	0	0	0	0
"4930452B06Rik"	339	703	397	416	677	361
"4930452G13Rik"	6	1	2	0	15	11
"4930452N14Rik"	0	0	0	0	0	0
"4930453H23Rik"	0	0	0	0	0	0
"4930453L07Rik"	0	0	0	0	0	0
"4930453N24Rik"	350	348	185	478	444	263
"4930455B14Rik"	0	1	1	0	6	3
"4930455C13Rik"	27	2	12	28	1	7
"4930455D15Rik"	0	0	0	0	0	0
"4930455F16Rik"	0	0	0	0	0	0
"4930455H04Rik"	0	0	0	3	0	0
"4930455J16Rik"	0	0	0	0	0	0
"4930456L15Rik"	0	0	0	0	0	0
"4930459L07Rik"	0	0	0	0	0	0
"4930461G14Rik"	0	0	1	1	0	0
"4930465A12Rik"	0	0	0	0	0	0
"4930465K10Rik"	1	0	1	3	1	0
"4930465M20Rik"	0	0	0	0	0	0
"4930467D21Rik"	0	0	0	0	3	0
"4930467E23Rik"	0	0	0	0	0	0
"4930467K11Rik"	0	0	0	0	0	0
"4930468A15Rik"	0	0	0	0	0	0
"4930469G21Rik"	0	0	0	0	0	4
"4930470H14Rik"	0	0	0	0	0	0
"4930470P17Rik"	0	0	0	0	0	0
"4930471C04Rik"	0	0	0	0	0	0
"4930471G03Rik"	0	0	0	0	0	0
"4930471I20Rik"	32	18	25	32	22	15
"4930471M09Rik"	0	0	0	3	0	0
"4930473A02Rik"	0	0	0	0	0	0
"4930473O22Rik"	0	0	0	0	0	0
"4930474G06Rik"	0	0	0	0	0	0
"4930474H20Rik"	0	0	0	0	0	0
"4930474M22Rik"	0	0	0	0	0	0
"4930474N05Rik"	0	0	0	0	0	0
"4930474N09Rik"	0	0	0	0	0	0
"4930478L05Rik"	0	0	0	0	0	0
"4930478P22Rik"	0	0	0	0	0	0
"4930479D17Rik"	0	0	0	0	0	0
"4930479M11Rik"	0	0	0	0	0	0
"4930480E11Rik"	0	0	0	0	0	0
"4930480G23Rik"	0	0	0	0	0	0
"4930480K15Rik"	0	0	0	0	0	0
"4930480M12Rik"	0	0	0	0	0	0
"4930481A15Rik"	90	213	134	124	295	107
"4930483J18Rik"	0	5	13	0	3	6
"4930483K19Rik"	0	0	0	0	0	0
"4930483O08Rik"	3	5	0	0	0	3
"4930486F22Rik"	0	0	0	0	0	0
"4930486I03Rik"	0	0	0	0	0	0
"4930486L24Rik"	0	14	3	3	6	2
"4930487D11Rik"	0	0	0	0	0	0
"4930487H11Rik"	0	0	0	0	0	0
"4930488B22Rik"	0	0	0	0	0	0
"4930488L21Rik"	1	0	0	0	0	0
"4930500F04Rik"	0	0	0	0	0	0
"4930500J02Rik"	30	65	87	40	98	82
"4930500L23Rik"	0	3	1	1	7	1
"4930502A04Rik"	0	0	0	0	0	0
"4930502E09Rik"	0	0	0	0	0	0
"4930502E18Rik"	0	0	0	0	0	0
"4930503B20Rik"	0	0	0	1	0	1
"4930503E14Rik"	0	0	0	0	5	2
"4930503E24Rik"	429	378	324	333	342	241
"4930503H13Rik"	0	1	0	0	0	0
"4930503L19Rik"	14	40	21	7	16	53
"4930503O07Rik"	0	0	0	0	0	0
"4930504O13Rik"	0	0	0	1	0	0
"4930505A04Rik"	12	12	8	24	16	23
"4930505G20Rik"	0	0	0	0	0	0
"4930506C21Rik"	0	0	1	1	0	0
"4930506M07Rik"	19	7	6	21	9	8
"4930507D05Rik"	14	13	9	10	9	3
"4930509E16Rik"	0	0	0	0	0	0
"4930509J09Rik"	0	0	0	0	0	0
"4930509K18Rik"	0	0	0	0	0	0
"4930511A02Rik"	0	7	0	0	0	0
"4930511E03Rik"	0	16	8	10	0	5
"4930511M06Rik"	6	4	0	2	0	6
"4930511M11Rik"	0	0	0	0	0	0
"4930512B01Rik"	0	5	0	0	0	1
"4930513D17Rik"	0	0	0	0	0	0
"4930513N10Rik"	1	4	5	4	4	0
"4930513O06Rik"	0	0	0	0	0	0
"4930515B02Rik"	3	1	2	2	6	4
"4930515G01Rik"	19	30	14	6	37	17
"4930515G16Rik"	1	0	1	1	0	0
"4930515L03Rik"	0	0	0	0	0	0
"4930515L19Rik"	0	0	0	0	0	0
"4930517E11Rik"	0	0	0	0	0	0
"4930518P08Rik"	0	0	0	0	0	0
"4930519D14Rik"	0	0	0	0	0	0
"4930519F09Rik"	31	22	29	42	27	29
"4930519F16Rik"	0	0	0	0	0	0
"4930519F24Rik"	0	0	0	0	0	0
"4930519G04Rik"	0	0	0	0	0	0
"4930519H02Rik"	0	0	0	0	0	0
"4930520O04Rik"	24	17	20	10	22	14
"4930520P13Rik"	0	0	0	0	0	0
"4930521E06Rik"	0	0	0	0	0	0
"4930522H14Rik"	0	0	0	0	0	0
"4930522O17Rik"	0	0	0	0	0	0
"4930523C07Rik"	25	15	15	15	10	15
"4930523O13Rik"	0	0	0	0	0	0
"4930524B15Rik"	0	0	0	0	0	0
"4930524C18Rik"	0	0	0	0	0	0
"4930524L23Rik"	14	2	9	11	0	2
"4930524N10Rik"	0	0	0	0	0	0
"4930524O05Rik"	0	0	0	0	0	0
"4930524O08Rik"	0	0	0	0	0	0
"4930525D18Rik"	0	0	0	0	0	0
"4930525G20Rik"	0	0	0	0	0	0
"4930525M21Rik"	0	0	0	0	0	0
"4930526D03Rik"	0	0	0	0	0	0
"4930526I15Rik"	28	28	8	32	2	0
"4930526L06Rik"	2	0	0	1	0	1
"4930527F14Rik"	0	0	0	0	0	0
"4930527G23Rik"	0	0	0	0	0	0
"4930528A17Rik"	24	29	5	9	19	7
"4930528D03Rik"	0	0	0	0	0	0
"4930528P14Rik"	0	0	0	0	0	0
"4930529C04Rik"	0	1	0	0	1	0
"4930529F24Rik"	0	0	0	0	0	0
"4930529K09Rik"	0	0	0	0	0	0
"4930529L06Rik"	0	0	0	0	0	0
"4930529M08Rik"	13	31	24	14	26	23
"4930533B01Rik"	0	0	0	0	0	0
"4930533P14Rik"	0	0	0	0	0	0
"4930538K18Rik"	33	34	35	26	59	29
"4930539C22Rik"	0	0	0	0	0	0
"4930539E08Rik"	0	0	0	0	0	0
"4930539J05Rik"	25	0	0	18	2	0
"4930539M17Rik"	0	0	0	0	0	0
"4930539N22Rik"	0	0	0	0	0	0
"4930540M03Rik"	0	0	0	0	0	0
"4930542C21Rik"	0	0	3	0	0	0
"4930542D17Rik"	0	0	0	0	0	0
"4930542H20Rik"	0	0	0	0	0	0
"4930543E12Rik"	0	0	0	0	0	0
"4930544D05Rik"	0	1	0	0	0	1
"4930544G11Rik"	0	0	0	0	0	0
"4930544M13Rik"	0	0	0	0	0	0
"4930545E07Rik"	0	0	0	0	0	0
"4930545H06Rik"	0	0	0	0	0	0
"4930545L23Rik"	0	0	0	0	0	0
"4930546C10Rik"	0	0	0	0	0	0
"4930546K05Rik"	0	0	0	0	0	0
"4930547C10Rik"	0	0	0	0	0	0
"4930547E08Rik"	0	0	0	0	0	0
"4930547E14Rik"	0	0	0	0	0	0
"4930548G14Rik"	0	0	0	0	0	0
"4930548H24Rik"	0	7	0	0	0	0
"4930548J01Rik"	0	0	0	0	0	0
"4930548K13Rik"	0	0	0	0	0	0
"4930549C01Rik"	2	0	0	0	0	0
"4930549G23Rik"	0	0	0	0	0	0
"4930550C14Rik"	9	15	17	7	30	28
"4930550L24Rik"	0	0	0	0	0	0
"4930552N02Rik"	0	0	3	0	0	3
"4930552P12Rik"	0	0	0	0	0	0
"4930553E22Rik"	0	0	0	0	0	0
"4930554C24Rik"	0	0	0	0	0	0
"4930555B11Rik"	0	0	0	0	0	0
"4930555G01Rik"	1	0	1	1	1	0
"4930556C24Rik"	0	0	0	0	0	0
"4930556G01Rik"	0	0	0	0	0	0
"4930556J02Rik"	0	0	0	0	0	0
"4930556M19Rik"	16	32	20	5	43	10
"4930556N09Rik"	0	0	0	0	0	0
"4930557A04Rik"	0	0	0	0	0	0
"4930557J02Rik"	0	0	0	0	0	0
"4930558C23Rik"	0	0	0	0	0	0
"4930558G05Rik"	0	0	0	0	0	0
"4930558J18Rik"	0	0	2	0	0	0
"4930558K02Rik"	0	0	1	0	0	0
"4930562C15Rik"	6	0	3	0	0	0
"4930562F07Rik"	8	19	22	17	7	8
"4930563D23Rik"	0	0	0	0	0	0
"4930563E18Rik"	1	0	0	0	0	0
"4930563E22Rik"	6	16	1	23	18	1
"4930563F08Rik"	0	0	3	0	0	1
"4930563M20Rik"	0	0	0	0	0	0
"4930564B18Rik"	0	0	0	0	0	0
"4930564C03Rik"	0	0	0	0	0	0
"4930564D02Rik"	0	0	0	0	0	0
"4930564G21Rik"	0	0	0	0	0	0
"4930564K09Rik"	0	0	0	0	0	0
"4930565D16Rik"	0	0	0	0	0	0
"4930565N06Rik"	0	0	0	0	0	0
"4930567H12Rik"	0	8	1	0	2	0
"4930567H17Rik"	0	0	0	0	0	0
"4930567J20Rik"	0	0	0	0	0	0
"4930567K20Rik"	0	0	0	0	0	0
"4930568D16Rik"	0	0	0	0	0	0
"4930568E12Rik"	0	0	0	0	0	0
"4930568G15Rik"	0	0	0	0	0	0
"4930568K20Rik"	0	0	0	0	0	0
"4930570G19Rik"	11	6	0	6	12	7
"4930571K23Rik"	0	0	0	0	0	0
"4930572K03Rik"	0	0	0	0	0	0
"4930572O03Rik"	0	0	0	1	0	0
"4930572O13Rik"	0	0	0	0	0	0
"4930573O16Rik"	0	0	0	0	0	0
"4930577N17Rik"	8	31	3	7	9	9
"4930578C19Rik"	0	0	2	0	0	0
"4930578E11Rik"	0	0	0	0	0	0
"4930578I06Rik"	0	0	0	0	0	0
"4930578M01Rik"	4	9	11	5	9	11
"4930578N18Rik"	0	0	0	0	0	0
"4930579F01Rik"	10	17	15	17	34	25
"4930579G18Rik"	0	0	2	0	0	0
"4930579G24Rik"	8	14	3	3	7	10
"4930579K19Rik"	96	216	94	130	143	117
"4930581F22Rik"	0	12	33	5	2	22
"4930583K01Rik"	0	0	1	0	0	4
"4930583P06Rik"	0	0	0	0	0	0
"4930584F24Rik"	0	0	0	0	0	0
"4930590J08Rik"	0	0	0	0	0	0
"4930590L20Rik"	0	0	0	0	0	0
"4930591A17Rik"	0	0	0	0	0	0
"4930592A05Rik"	0	0	0	0	0	0
"4930592I03Rik"	0	0	0	0	0	0
"4930593A02Rik"	0	0	0	0	2	0
"4930593C16Rik"	0	0	0	0	0	0
"4930594C11Rik"	5	141	41	15	130	153
"4930595M18Rik"	0	0	0	0	0	0
"4930596D02Rik"	0	0	0	0	0	0
"4930596M17Rik"	0	0	0	0	0	0
"4930597G03Rik"	0	0	0	0	0	0
"4930598F16Rik"	0	0	0	0	0	0
"4930599N23Rik"	0	0	0	2	0	0
"4931402G19Rik"	0	0	0	0	0	0
"4931403E22Rik"	0	0	0	0	0	0
"4931403G20Rik"	0	32	0	0	0	0
"4931406B18Rik"	0	0	0	0	0	0
"4931406C07Rik"	44	86	155	60	58	82
"4931406H21Rik"	234	338	380	242	489	333
"4931406P16Rik"	40	19	36	46	20	33
"4931408C20Rik"	0	0	0	0	0	0
"4931408D14Rik"	0	0	0	0	0	0
"4931409K22Rik"	0	0	0	0	0	0
"4931414P19Rik"	33	7	14	27	17	9
"4931417E11Rik"	0	0	0	0	0	0
"4931419H13Rik"	0	0	0	0	0	0
"4931420L22Rik"	1	0	0	0	0	0
"4931423N10Rik"	0	0	1	0	0	2
"4931428F04Rik"	21	19	9	19	10	27
